9.950854,68.55412
10.06198,69.62368
11.60868,89.35091
10.00444,67.66203
11.55524,79.46204
10.08523,72.31788
12.15691,87.91069
9.420867,69.13624
9.218308,68.91858
10.8709,79.25807
9.018846,63.75409
10.65722,75.97822
10.19528,73.10939
9.055132,60.37249
8.854238,64.08456
9.801537,67.28824
10.06913,69.28849
10.03794,74.07519
8.656099,57.40582
9.982787,68.14975
12.25006,87.69742
10.36069,73.18539
10.63136,72.50785
11.06028,74.16704
8.437292,56.89604
10.19994,70.8059
9.690864,66.10431
10.22941,71.18554
10.16171,73.03378
9.33892,68.06004
9.65021,69.13124
10.48541,75.83762
9.836568,66.48
10.22842,71.71963
9.341598,68.70015
9.009772,63.80694
9.717432,72.34266
10.6147,74.76656
11.75112,83.84932
9.082751,64.18559
9.856255,69.2304
8.261852,58.14686
10.30059,73.39331
11.63222,80.43856
10.76844,79.5124
9.574141,67.45008
10.32756,70.46572
11.67671,84.74351
11.25546,75.74262
9.163017,60.03779
10.14136,73.52381
9.764374,68.93042
9.938103,71.09262
9.904785,68.78696
10.44752,75.78802
9.478224,66.39535
10.39221,69.1661
10.1322,71.07111
11.71592,80.1884
11.65637,89.26115
11.45089,79.17392
9.07914,63.87994
10.26491,66.58677
9.769762,72.62542
10.63829,73.96303
10.43201,74.00403
10.30906,75.24656
9.662557,69.95735
11.01751,75.55393
10.66531,72.99924
7.990581,56.18376
10.19395,73.72475
11.12854,70.04959
11.3304,77.7723
11.17067,76.92234
11.11738,81.94451
9.905385,71.42988
9.982977,67.18761
10.98048,78.24866
8.607417,59.96657
9.907108,68.72992
10.84462,74.29292
8.256599,55.51002
10.24755,72.21524
10.3305,70.22412
9.702855,66.50564
10.30525,70.29064
8.908559,61.31922
9.778163,73.30665
8.352546,61.14006
10.05782,67.94129
9.017388,59.21229
10.01491,71.50741
8.030512,58.14032
8.677155,60.38001
11.54348,80.63685
9.497759,65.8816
9.55363,67.53348
10.02073,69.30136
8.826614,63.89807
9.851717,72.75065
11.63272,84.28419
9.033104,58.86319
10.57062,70.67291
11.11127,70.89892
9.579023,67.63982
10.27233,73.13799
9.329841,61.71684
8.536062,58.78194
10.90185,81.16503
10.24914,71.98208
9.977947,71.8786
7.760428,59.60636
9.648643,66.51823
11.19427,79.44818
9.124974,66.999
9.40227,68.5274
12.12526,82.16448
10.71543,74.76697
12.37771,86.75066
10.51512,74.9274
8.414304,59.37889
9.446854,64.62076
9.184377,61.7891
11.37841,78.83741
11.47864,82.57322
8.359346,60.39632
9.904072,68.24017
9.039136,67.42965
9.452626,67.75973
8.224369,59.1207
10.08514,70.8434
11.21209,81.53218
9.021222,62.69616
9.769854,68.42751
11.02921,76.66594
11.90635,81.65197
9.611038,66.13379
8.270209,58.30467
7.344823,50.43939
10.24831,75.83966
10.00567,64.15594
10.98497,73.73448
9.96823,75.43057
12.27268,85.70606
10.70626,82.98618
9.268475,62.02382
10.88943,73.13545
10.88941,76.84109
10.79113,77.1265
11.3422,83.24452
9.263594,68.84516
10.58563,76.93455
10.88647,79.00577
9.637469,67.87907
10.47101,72.38442
9.444331,64.99707
10.22232,73.35757
12.29464,88.91863
9.959023,73.71178
8.992197,71.25254
9.251955,62.70107
9.999757,66.86032
10.05164,70.85946
10.03845,72.02174
9.796611,66.5733
7.848709,55.52635
10.44275,73.43248
11.69466,83.55655
9.803366,67.81487
11.33441,83.61881
10.49509,72.94643
10.70456,71.38606
9.881507,66.93111
10.88986,77.97256
9.335275,61.65641
9.947714,70.65757
9.663607,68.1843
9.460103,57.64139
11.59747,87.35711
9.142775,62.74386
8.710517,60.10492
9.612076,66.69407
8.626483,60.76014
11.31381,78.29158
11.75073,79.60317
10.47224,70.10671
10.91711,76.13001
9.830853,68.59808
9.849969,66.49783
10.40566,73.38891
9.765101,64.67041
9.942698,69.04157
9.03766,66.09737
9.576475,69.03645
11.35035,80.67284
9.937404,68.43154
11.46098,81.63383
10.25296,71.84391
10.13955,71.49783
8.38981,59.6696
11.52135,79.67676
10.50618,76.38607
10.92103,78.23138
7.80243,54.65539
9.495441,72.47941
9.988578,68.89108
9.252327,63.43527
10.0135,70.28883
9.757263,68.94411
9.165606,62.96744
10.04949,73.23262
8.528092,64.52174
8.489103,54.10328
8.615954,63.03022
11.51526,79.7203
11.04405,75.0981
9.676451,71.04615
11.11824,73.57699
10.11698,73.1769
10.4007,66.13571
10.67692,72.09236
11.0661,81.87192
9.977844,64.18437
8.968929,65.42655
8.245589,56.27811
10.69491,71.09982
9.738732,64.55712
11.77897,84.07976
10.59839,75.33434
11.45339,81.90053
9.285985,66.11674
10.69133,71.88212
11.35966,78.41928
9.56666,64.16499
11.7463,84.01462
9.10832,63.70455
9.642936,67.27393
10.57805,69.96763
9.469356,68.29112
10.6884,73.90392
10.62528,78.18741
10.22061,72.15407
11.27147,81.70307
10.67301,72.17255
9.485866,66.5302
9.475726,65.28946
10.73679,74.38277
11.22974,77.12584
8.472963,57.54704
10.62582,71.04832
9.494416,63.59215
11.4813,89.40423
8.506371,57.50705
9.669379,68.19383
8.15495,57.86728
12.41758,86.02077
10.36188,73.96058
10.75255,74.80458
10.72403,76.47224
8.425939,61.32036
10.21355,73.36627
10.61334,71.57846
9.453731,62.5892
11.66167,83.44052
10.32693,72.32559
10.00773,74.68185
11.38604,77.2081
10.58457,70.63469
9.937443,68.06131
10.67269,77.16543
7.957803,60.53098
10.26297,70.83831
9.878428,69.84238
9.056398,65.90807
8.255587,56.33119
8.27077,58.99879
9.809215,72.15568
9.873888,65.9693
10.265,71.41058
9.289841,63.56733
10.25694,74.147
9.359518,65.90785
10.82024,76.44397
12.27873,86.01693
10.43911,71.47112
10.96652,72.93546
8.596098,63.28155
9.899399,69.50131
10.75824,78.84482
10.34884,68.88425
8.740176,63.50343
